price,date
19246.91998427,2020-12-15T00:00:00.000Z
23474.45540815,2020-12-21T00:00:00.000Z
26280.82141511,2020-12-28T00:00:00.000Z
32129.4073556,2021-01-03T00:00:00.000Z
40788.64052286,2021-01-09T00:00:00.000Z
36821.64873201,2021-01-16T00:00:00.000Z
30817.62519242,2021-01-22T00:00:00.000Z
34318.6716924,2021-01-29T00:00:00.000Z
37475.10402915,2021-02-04T00:00:00.000Z
44898.71161149,2021-02-11T00:00:00.000Z
49207.27643233,2021-02-17T00:00:00.000Z
48835.08766112,2021-02-24T00:00:00.000Z
49612.10703748,2021-03-02T00:00:00.000Z
52272.96978194,2021-03-09T00:00:00.000Z
59267.4290492,2021-03-15T00:00:00.000Z
58309.91303265,2021-03-21T00:00:00.000Z
55974.94118696,2021-03-28T00:00:00.000Z
59397.40846193,2021-04-03T00:00:00.000Z
58253.77680886,2021-04-10T00:00:00.000Z
63258.50517438,2021-04-16T00:00:00.000Z
51739.80692966,2021-04-23T00:00:00.000Z
54858.09149222,2021-04-29T00:00:00.000Z
57441.30708417,2021-05-06T00:00:00.000Z
56714.53316738,2021-05-12T00:00:00.000Z
42944.97544731,2021-05-19T00:00:00.000Z
38795.7802497,2021-05-25T00:00:00.000Z
35658.59295707,2021-05-31T00:00:00.000Z
35835.26550975,2021-06-07T00:00:00.000Z
35555.79014042,2021-06-13T00:00:00.000Z
35563.13941499,2021-06-20T00:00:00.000Z
31594.66357132,2021-06-26T00:00:00.000Z
33854.42136155,2021-07-03T00:00:00.000Z
32861.67129399,2021-07-09T00:00:00.000Z
31841.55132445,2021-07-16T00:00:00.000Z
32138.87280774,2021-07-22T00:00:00.000Z
39995.45199088,2021-07-29T00:00:00.000Z
38213.33196989,2021-08-04T00:00:00.000Z
46280.84767425,2021-08-10T00:00:00.000Z
45936.45633673,2021-08-17T00:00:00.000Z
49291.67737487,2021-08-23T00:00:00.000Z
48834.85267752,2021-08-30T00:00:00.000Z
49937.85801546,2021-09-05T00:00:00.000Z
45206.62926911,2021-09-12T00:00:00.000Z
47273.5258128829,2021-09-18T00:00:00.000Z
42840.8905086167,2021-09-25T00:00:00.000Z
43816.7406442989,2021-10-01T00:00:00.000Z
55338.6237445742,2021-10-07T00:00:00.000Z
57372.8320788954,2021-10-14T00:00:00.000Z
64284.586188483,2021-10-20T00:00:00.000Z
60351.9986192979,2021-10-27T00:00:00.000Z
60963.2541524674,2021-11-02T00:00:00.000Z
67549.7355807849,2021-11-09T00:00:00.000Z
65521.2893420962,2021-11-15T00:00:00.000Z
58706.8493839442,2021-11-22T00:00:00.000Z
54813.0247017865,2021-11-28T00:00:00.000Z
49201.5184010156,2021-12-05T00:00:00.000Z
47264.6347033978,2021-12-11T00:00:00.000Z
47653.7298524917,2021-12-17T00:00:00.000Z
50806.0505029799,2021-12-24T00:00:00.000Z
46490.6060493554,2021-12-30T00:00:00.000Z
43565.5117270679,2022-01-06T00:00:00.000Z
42742.1784059514,2022-01-12T00:00:00.000Z
42374.0406120285,2022-01-19T00:00:00.000Z
36654.8059244257,2022-01-25T00:00:00.000Z
38481.7653685119,2022-02-01T00:00:00.000Z
42406.7813264058,2022-02-07T00:00:00.000Z
42157.3991531626,2022-02-14T00:00:00.000Z
40118.1006214851,2022-02-20T00:00:00.000Z
39213.0837830814,2022-02-26T00:00:00.000Z
39148.4497050197,2022-03-05T00:00:00.000Z
39439.9695316149,2022-03-11T00:00:00.000Z
40944.8416795343,2022-03-18T00:00:00.000Z
42886.6542168214,2022-03-24T00:00:00.000Z
47062.146561831,2022-03-31T00:00:00.000Z
45544.3556195233,2022-04-06T00:00:00.000Z
40123.5697619184,2022-04-13T00:00:00.000Z
40828.1742034359,2022-04-19T00:00:00.000Z
40448.4226744585,2022-04-26T00:00:00.000Z
38472.1871454262,2022-05-02T00:00:00.000Z
35502.9402038303,2022-05-08T00:00:00.000Z
30098.5866261369,2022-05-15T00:00:00.000Z
29199.8590065676,2022-05-21T00:00:00.000Z
28842.1038446105,2022-05-28T00:00:00.000Z
30467.8068396067,2022-06-03T00:00:00.000Z
30110.3295199028,2022-06-10T00:00:00.000Z
22576.305346187,2022-06-16T00:00:00.000Z
19986.607101581,2022-06-23T00:00:00.000Z
20281.1694611799,2022-06-29T00:00:00.000Z
20194.6194989241,2022-07-06T00:00:00.000Z
19970.4750229398,2022-07-12T00:00:00.000Z
20781.9115039967,2022-07-18T00:00:00.000Z
22607.1555467717,2022-07-25T00:00:00.000Z
23652.0696621219,2022-07-31T00:00:00.000Z
22963.5062436219,2022-08-07T00:00:00.000Z
24402.187470618,2022-08-13T00:00:00.000Z
20872.8421735014,2022-08-20T00:00:00.000Z
21596.085314557,2022-08-26T00:00:00.000Z
20126.0727809015,2022-09-02T00:00:00.000Z
19289.940569121,2022-09-08T00:00:00.000Z
20184.555325165,2022-09-14T00:00:00.000Z
18891.2828895318,2022-09-21T00:00:00.000Z
19221.8407127512,2022-09-27T00:00:00.000Z
19623.5846894487,2022-10-04T00:00:00.000Z
19446.4162251338,2022-10-10T00:00:00.000Z
19268.5621023075,2022-10-17T00:00:00.000Z
19207.7346507752,2022-10-23T00:00:00.000Z
20817.9822518424,2022-10-30T00:00:00.000Z
21144.8314657888,2022-11-05T00:00:00.000Z
17036.8754084418,2022-11-12T00:00:00.000Z
16687.9115750712,2022-11-18T00:00:00.000Z
16611.6376723586,2022-11-24T00:00:00.000Z
17168.0021376253,2022-12-01T00:00:00.000Z
17089.5062701866,2022-12-07T00:00:00.000Z
17782.0668780371,2022-12-14T00:00:00.000Z
16441.7868000999,2022-12-20T00:00:00.000Z
16919.2916501236,2022-12-27T00:00:00.000Z
16625.5103941178,2023-01-02T00:00:00.000Z
17093.9924981225,2023-01-09T00:00:00.000Z
20977.484195217,2023-01-15T00:00:00.000Z
22777.9866614216,2023-01-22T00:00:00.000Z
23079.9643325667,2023-01-28T00:00:00.000Z
23469.41250714,2023-02-03T00:00:00.000Z
21819.0064204049,2023-02-10T00:00:00.000Z
24307.3501977993,2023-02-16T00:00:00.000Z
24190.7189835462,2023-02-23T00:00:00.000Z
23150.9299581785,2023-03-01T00:00:00.000Z
22216.4423211022,2023-03-08T00:00:00.000Z
24201.7660061459,2023-03-14T00:00:00.000Z
27768.3920318154,2023-03-21T00:00:00.000Z
27994.0679232525,2023-03-27T00:00:00.000Z
28183.0803582438,2023-04-03T00:00:00.000Z
27952.3676156125,2023-04-09T00:00:00.000Z
30490.7492724237,2023-04-15T00:00:00.000Z
27265.8950162583,2023-04-22T00:00:00.000Z
29481.0135350274,2023-04-28T00:00:00.000Z
28851.4796617854,2023-05-05T00:00:00.000Z
27621.0868718167,2023-05-11T00:00:00.000Z
27401.650207989,2023-05-18T00:00:00.000Z
27224.6037024623,2023-05-24T00:00:00.000Z
27700.5300887118,2023-05-31T00:00:00.000Z
25732.1088628453,2023-06-06T00:00:00.000Z
